lake,sampling_timestamp,sample_timestamp,site_name,station_name,depth,value_sign,unit_symbol,method,laboratory,sampling_number,sample_number,rdl,sample_location,sample_type,aluminum_dissolved,aluminum_total_recoverable,calcium_dissolved,calcium_total,copper_dissolved,copper_total_recoverable,lead_dissolved,lead_total_recoverable,nickel_dissolved,nickel_total_recoverable,nitrogen_dissolved,oxygen_biochemical_demand,oxygen_dissolved_percent_saturation,ph,phosphorus_total,phosphorus_total_dissolved,turbidity,vanadium_dissolved,vanadium_total_recoverable
kearl,2009-08-17 16:15:00,2009-08-17 15:15:00,KEARL LAKE,KEARL LAKE,,'---,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,09SWE00811,09SWE00715,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,2.24,,
kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,KEARL LAKE,KEARL LAKE,,'---,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,11SWE06688,11SWE06689,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,2.75,,
kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,KEARL LAKE,KEARL LAKE,,'---,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,12SWE02081,12SWE02082,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,1.95,,
kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,KEARL LAKE,KEARL LAKE,,'---,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,13SWE02340,13SWE02341,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,1.42,,
kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,KEARL LAKE,KEARL LAKE,,'---,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,14SWE02236,14SWE02237,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,,,,,,,2.31,,
kearl,2015-08-29 07:30:00,2015-08-29 08:15:00,KEARL LAKE,KEARL LAKE,,'---,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,15SWE05523,15SWE05526,,Centre,TRIP BLANK,,,,,,,,,,,,,,,,,0.05,,
kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,KEARL LAKE,KEARL LAKE,,'---,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,15SWE05523,15SWE05524,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,2.75,,
kearl,2015-08-29 07:30:00,2015-08-29 08:00:00,KEARL LAKE,KEARL LAKE,,'---,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,15SWE05523,15SWE05525,,Centre,FIELD BLANK,,,,,,,,,,,,,,,,,0.07,,
kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,KEARL LAKE,KEARL LAKE,,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112630,,0.1,'---,,,,,,,,,,,,,,,,,,2.8,,
kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,KEARL LAKE,KEARL LAKE,,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112429,,0.1,'---,,,,,,,,,,,,,,,,,,5.3,,
kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,KEARL LAKE,KEARL LAKE,,'---,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,16SWE08263,16SWE08264,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,,,,,,,3.77,,
kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,KEARL LAKE,KEARL LAKE,,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",112237,,0.1,'---,,,,,,,,,,,,,,,,,,2.4,,
kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,KEARL LAKE,KEARL LAKE,,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",111802,,0.1,'---,,,,,,,,,,,,,,,,,,1.6,,
kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,KEARL LAKE,KEARL LAKE,,'---,NTU,47,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,17SWE12773,17SWE12774,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,1.03,,
kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,KEARL LAKE,KEARL LAKE,0.1,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",20SWE11038,20SWE11039,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,0.84,,
kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,KEARL LAKE,KEARL LAKE,0.1,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",21SWE04621,21SWE04621-01,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,2.8,,
kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,KEARL LAKE,KEARL LAKE,0.1,'---,NTU,409,"MAXXAM (CHEMEX) LABS ALBERTA INC., CALGARY, ALBERTA.",22SWE04634,22SWE04634-01,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,2.3,,
kearl,2003-03-24 12:00:00,2003-03-24 12:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104242,,0.0002,'---,,,,,,,,,,,,,,,,,,,0.4,
kearl,2004-07-26 12:00:00,2004-07-26 11:00:00,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,Alberta Research Council,104239,,0.0002,'---,,,,,,,,,,,,,,,,,,,0.2,
kearl,2004-08-24 15:05:00,2004-08-24 14:05:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,,,,,,,,0.201,
kearl,2005-07-22 12:00:00,2005-07-22 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104236,,5E-05,'---,,,,,,,,,,,,,,,,,,,0.257,
kearl,2006-09-14 12:00:00,2006-09-14 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104233,,5E-05,'---,,,,,,,,,,,,,,,,,,,0.311,
kearl,2007-08-23 09:45:00,2007-08-23 08:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),07SWE02704,07SWE02704,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,,,,,,,,0.325,
kearl,2007-09-11 12:00:00,2007-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104230,,5E-05,'---,,,,,,,,,,,,,,,,,,,0.298,
kearl,2008-09-05 12:15:00,2008-09-05 11:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),08SWE03960,08SWE02165,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.352,
kearl,2009-03-17 09:25:00,2009-03-17 08:25:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,"ALBERTA RESEARCH COUNCIL, INORGANIC ANALYSIS LABORATORY",09SWE00382,09SWE00382-01,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.175,
kearl,2009-08-17 16:15:00,2009-08-17 15:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),09SWE00811,09SWE00715,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.161,
kearl,2009-09-18 12:00:00,2009-09-18 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104227,,5E-05,'---,,,,,,,,,,,,,,,,,,,0.164,
kearl,2010-08-31 15:45:00,2010-08-31 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.246,
kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.175,
kearl,2011-09-10 12:00:00,2011-09-10 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.0001,'---,,,,,,,,,,,,,,,,,,,0.209,
kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.17,
kearl,2012-09-08 12:00:00,2012-09-08 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.0001,'---,,,,,,,,,,,,,,,,,,,0.168,
kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.194,
kearl,2013-09-07 12:00:00,2013-09-07 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.0001,'---,,,,,,,,,,,,,,,,,,,0.171,
kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.02,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,,,,,,,,0.12,
kearl,2014-09-11 12:00:00,2014-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,2E-05,'---,,,,,,,,,,,,,,,,,,,0.11,
kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.02,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.18,
kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,2E-05,'---,,,,,,,,,,,,,,,,,,,0.09,
kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,2E-05,'---,,,,,,,,,,,,,,,,,,,0.29,
kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.02,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,,,,,,,,0.21,
kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,2E-05,'---,,,,,,,,,,,,,,,,,,,0.09,
kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,2E-05,'---,,,,,,,,,,,,,,,,,,,0.06,
kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.006,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.108,
kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.006,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.072,
kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.006,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.34,
kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.006,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,0.298,
kearl,2003-03-24 12:00:00,2003-03-24 12:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104242,,0.0002,'---,,,,,,,,,,,,,,,,,,,,0.4
kearl,2004-07-26 12:00:00,2004-07-26 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104239,,0.0002,'---,,,,,,,,,,,,,,,,,,,,0.267
kearl,2004-08-24 15:05:00,2004-08-24 14:05:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,,,,,,,,,0.257
kearl,2005-07-22 12:00:00,2005-07-22 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104236,,0.0002,'---,,,,,,,,,,,,,,,,,,,,0.342
kearl,2005-08-30 08:55:00,2005-08-30 07:55:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),05SWE03024,05SWE03025,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.251
kearl,2006-08-23 12:00:00,2006-08-23 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),06SWE03220,06SWE01907,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.389
kearl,2006-09-14 12:00:00,2006-09-14 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104233,,5E-05,'---,,,,,,,,,,,,,,,,,,,,0.526
kearl,2007-08-23 09:45:00,2007-08-23 08:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),07SWE02704,07SWE02704,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,,,,,,,,,0.459
kearl,2007-09-11 12:00:00,2007-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104230,,5E-05,'---,,,,,,,,,,,,,,,,,,,,0.454
kearl,2008-09-05 12:15:00,2008-09-05 11:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),08SWE03960,08SWE02165,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.425
kearl,2009-03-17 09:25:00,2009-03-17 08:25:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,"ALBERTA RESEARCH COUNCIL, INORGANIC ANALYSIS LABORATORY",09SWE00382,09SWE00382-01,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.215
kearl,2009-08-17 16:15:00,2009-08-17 15:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),09SWE00811,09SWE00715,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.224
kearl,2009-09-18 12:00:00,2009-09-18 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104227,,5E-05,'---,,,,,,,,,,,,,,,,,,,,0.233
kearl,2010-08-31 15:45:00,2010-08-31 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.34
kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.305
kearl,2011-09-10 12:00:00,2011-09-10 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.0001,'---,,,,,,,,,,,,,,,,,,,,0.221
kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.215
kearl,2012-09-08 12:00:00,2012-09-08 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.0001,'---,,,,,,,,,,,,,,,,,,,,0.249
kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.237
kearl,2013-09-07 12:00:00,2013-09-07 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.0001,'---,,,,,,,,,,,,,,,,,,,,0.215
kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.01,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,,,,,,,,,0.2
kearl,2014-09-11 12:00:00,2014-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,1E-05,'---,,,,,,,,,,,,,,,,,,,,0.16
kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.01,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.29
kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,1E-05,'---,,,,,,,,,,,,,,,,,,,,0.17
kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,1E-05,'---,,,,,,,,,,,,,,,,,,,,0.4
kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.01,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,,,,,,,,,0.33
kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,1E-05,'---,,,,,,,,,,,,,,,,,,,,0.19
kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,1E-05,'---,,,,,,,,,,,,,,,,,,,,0.23
kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.174
kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.145
kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.353
kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,,,,,,,,,0.384
